Source,Target,Weight,Type
attack_treatment,triptans,2,Undirected
botulinum,transcutaneous_electric_nerve_,2,Undirected
botulinum_toxins,combined_modality_therapy,2,Undirected
botulinum_toxins,transcutaneous_electric_nerve_,2,Undirected
calcitonin_gene_related_inhibi,nerve_stimulation,2,Undirected
combined_modality_therapy,nerve_stimulation,2,Undirected
combined_modality_therapy,transcutaneous_electric_nerve_,2,Undirected
inflammatory,transcutaneous_electric_nerve_,2,Undirected
medication_overuse,transcutaneous_electric_nerve_,2,Undirected
interventional,pulsed_radiofrequency_treatmen,2,Undirected
cortical_spreading_depression,tms,3,Undirected
cortical_spreading_depression,transcranial_magnetic,4,Undirected
cortical_spreading_depression,transcranial_magnetic_stimulat,4,Undirected
depression,transcranial_magnetic_stimulat,6,Undirected
medication_adherence,topiramate,2,Undirected
anti_inflammatory_agents,menstrual,2,Undirected
disability,vagus_nerve_stimulation,3,Undirected
menstrual,nerve_stimulation,2,Undirected
migraine_therapy,nerve_stimulation,2,Undirected
migraine_therapy,vagus_nerve_stimulation,2,Undirected
nerve_stimulation,prophylactic_treatment,2,Undirected
anti_inflammatory_agents,hospitalization,3,Undirected
drug_costs,triptans,2,Undirected
biofeedback,vasoconstriction,2,Undirected
anti_inflammatory_agents,drug_therapy,15,Undirected
acupuncture_therapy,stress,3,Undirected
cluster_headache,oxygen_inhalation_therapy,3,Undirected
acupuncture_therapy,exercise,3,Undirected
acupuncture_therapy,exercise_therapy,2,Undirected
acupuncture_therapy,physical_therapy,2,Undirected
acupuncture_therapy,tth,2,Undirected
exercise_therapy,manual_therapy,2,Undirected
exercise_therapy,treatment_outcome,3,Undirected
exercise_therapy,vascular,4,Undirected
manual_therapy,physical_therapy,5,Undirected
cortical_spreading_depression,nerve_stimulation,3,Undirected
cortical_spreading_depression,vagus_nerve_stimulation,3,Undirected
depression,vagus_nerve_stimulation,4,Undirected
monthly_migraine_days,treatment,2,Undirected
emergency_department,emergency_treatment,2,Undirected
emergency_treatment,treatment_outcome,2,Undirected
amitriptyline,calcitonin_gene_related_peptid,2,Undirected
acupuncture,acupuncture_moxibustion,7,Undirected
acupuncture_moxibustion,acupuncture_points,3,Undirected
acupuncture_moxibustion,acupuncture_therapy,6,Undirected
physical_therapy_modalities,vestibular,4,Undirected
physical_therapy_modalities,vestibular_migraine,3,Undirected
migraine_therapy,phytotherapy,3,Undirected
brainstem,nerve_stimulation,2,Undirected
brainstem,trigeminal,5,Undirected
disability,neuroinflammation,4,Undirected
headache_days,neuroinflammation,2,Undirected
mindfulness,nerve_stimulation,2,Undirected
mindfulness,neuromodulation,2,Undirected
nerve_stimulation,neuroinflammation,3,Undirected
neuroinflammation,neuromodulation,2,Undirected
cgrp_receptor,drug_therapy,5,Undirected
biofeedback,propranolol,2,Undirected
disability,relaxation_therapy,2,Undirected
mindfulness,relaxation,4,Undirected
propranolol,relaxation,2,Undirected
emergency_department,valproate,3,Undirected
erenumab,valproate,4,Undirected
fremanezumab,valproate,3,Undirected
gepants,propranolol,2,Undirected
gepants,topiramate,2,Undirected
cytokines,diet,2,Undirected
cytokines,neuroinflammation,2,Undirected
diet,neuroinflammation,5,Undirected
calcitonin_gene_related_peptid,drug_therapy,3,Undirected
drug_therapy,gepants,6,Undirected
gepants,treatment_outcome,4,Undirected
calcitonin_gene_related_peptid,galcanezumab,3,Undirected
calcitonin_gene_related_peptid,preventive_treatment,2,Undirected
erenumab,preventive_treatment,2,Undirected
fremanezumab,preventive_treatment,3,Undirected
calcitonin_gene_related,relaxation,3,Undirected
gepants,trigeminovascular,2,Undirected
relaxation,trigeminal,4,Undirected
diet,mediterranean_diet,4,Undirected
disability,mediterranean_diet,3,Undirected
calcitonin_gene_related,calcitonin_gene_related_peptid,3,Undirected
calcitonin_gene_related_peptid,inflammatory,3,Undirected
disability,transcranial_magnetic,10,Undirected
disability,transcranial_magnetic_stimulat,9,Undirected
acupuncture,central_sensitization,3,Undirected
central_sensitization,electroacupuncture,3,Undirected
electroacupuncture,inflammatory,3,Undirected
electroacupuncture,trigeminal,6,Undirected
calcitonin_gene_related,electric_stimulation_therapy,4,Undirected
calcitonin_gene_related,vagus_nerve_stimulation,3,Undirected
calcitonin_gene_related_peptid,electric_stimulation_therapy,2,Undirected
calcitonin_gene_related_peptid,nerve_stimulation,3,Undirected
electric_stimulation_therapy,vagus_nerve_stimulation,3,Undirected
monthly_migraine_days,stress,2,Undirected
acupuncture,trigeminovascular,2,Undirected
acupuncture_therapy,trigeminovascular,2,Undirected
aerobic_exercise,treatment_outcome,2,Undirected
hormone_replacement_therapy,perimenopause,2,Undirected
disability,ketogenic_diet,4,Undirected
acupuncture,dietary_supplements,3,Undirected
acupuncture_therapy,diet,2,Undirected
acupuncture_therapy,dietary_supplements,3,Undirected
acupuncture_therapy,physical_therapy_modalities,2,Undirected
migraine_treatment,therapy,2,Undirected
sleep_deprivation,transcranial_magnetic,2,Undirected
exercise,migraine_treatment,3,Undirected
exercise_therapy,migraine_treatment,3,Undirected
treatment_outcome,trigeminal_nerve,4,Undirected
chronic_pain,neuromodulation,3,Undirected
neuromodulation,neuropathic_pain,2,Undirected
calcitonin_gene_related_peptid,propranolol,2,Undirected
calcitonin_gene_related_peptid,topiramate,2,Undirected
calcitonin_gene_related_peptid,propranolol,2,Undirected
calcitonin_gene_related_peptid,topiramate,3,Undirected
galcanezumab,onabotulinumtoxina,4,Undirected
onabotulinumtoxina,propranolol,4,Undirected
non_pharmacological_treatment,transcranial_magnetic_stimulat,2,Undirected
epilepsy,neuroinflammation,2,Undirected
botulinum_neurotoxin,treatment,2,Undirected
botulinum_neurotoxin,trigeminal,2,Undirected
cluster_headache,treatment,4,Undirected
anti_inflammatory_agents,calcitonin_gene_related_peptid,2,Undirected
anti_inflammatory_agents,trigeminal,2,Undirected
calcitonin_gene_related_peptid,lasmiditan,2,Undirected
calcitonin_gene_related_peptid,transcranial_magnetic,2,Undirected
lasmiditan,nerve_stimulation,2,Undirected
lasmiditan,transcranial_magnetic,2,Undirected
disability,transcutaneous_electric_nerve_,3,Undirected
transcutaneous_electric_nerve_,transcutaneous_electrical_nerv,4,Undirected
cgrp_monoclonal_antibodies,gepants,2,Undirected
nerve_stimulation,trigeminovascular,2,Undirected
nerve_stimulation,vascular,3,Undirected
trigeminovascular,vagus_nerve_stimulation,2,Undirected
vagus_nerve_stimulation,vascular,3,Undirected
nerve_stimulation,vestibular,5,Undirected
nerve_stimulation,vestibular_migraine,3,Undirected
calcitonin_gene_related,transcranial_magnetic_stimulat,3,Undirected
monthly_migraine_days,transcranial_magnetic_stimulat,2,Undirected
repetitive_transcranial_magnet,tms,5,Undirected
repetitive_transcranial_magnet,transcranial_magnetic,5,Undirected
repetitive_transcranial_magnet,transcranial_magnetic_stimulat,5,Undirected
anxiety,neuromodulation,3,Undirected
stms,tms,3,Undirected
stms,transcranial_magnetic,3,Undirected
medication_overuse_headache,pain_management,3,Undirected
acute_migraine_treatment,medication_overuse_headache,2,Undirected
acute_migraine_treatment,neuromodulation,6,Undirected
acute_migraine_treatment,pain_management,4,Undirected
acute_migraine_treatment,remote_electrical_neuromodulat,3,Undirected
acute_migraine_treatment,treatment_outcome,4,Undirected
nonpharmacological_treatment,treatment_outcome,2,Undirected
pain_management,remote_electrical_neuromodulat,5,Undirected
headache_related_disability,treatment_outcome,2,Undirected
anti_inflammatory_agents,fluid_therapy,3,Undirected
disability,magnetic_field_therapy,2,Undirected
disability,trigger_points,3,Undirected
magnetic_field_therapy,treatment_outcome,3,Undirected
magnetic_field_therapy,trigger_points,2,Undirected
radiotherapy,stroke_like_migraine_attacks_a,2,Undirected
occipital_nerve_block,pain_management,2,Undirected
acupuncture_points,calcitonin_gene_related,4,Undirected
acupuncture_points,calcitonin_gene_related_peptid,2,Undirected
acute_treatment,pain_management,4,Undirected
electric_stimulation_therapy,non_pharmacological_treatment,2,Undirected
neuromodulation,non_pharmacological_treatment,3,Undirected
non_pharmacological_treatment,pain_management,2,Undirected
non_pharmacological_treatment,remote_electrical_neuromodulat,2,Undirected
non_pharmacological_treatment,treatment_outcome,3,Undirected
cgrp_receptor,pain_management,2,Undirected
mindfulness,mindfulness_based_stress_reduc,3,Undirected
mindfulness_based_stress_reduc,stress,3,Undirected
galcanezumab,withholding_treatment,2,Undirected
quality_life,withholding_treatment,2,Undirected
treatment_outcome,withholding_treatment,2,Undirected
physical_therapy,treatment,2,Undirected
monthly_migraine_days,transcutaneous_electric_nerve_,3,Undirected
emergency_department,treatment,2,Undirected
moh,tms,3,Undirected
moh,transcranial_magnetic,2,Undirected
moh,transcranial_magnetic_stimulat,3,Undirected
amitriptyline,botulinum_toxin,3,Undirected
botulinum_toxin,erenumab,3,Undirected
botulinum_toxin,propranolol,3,Undirected
botulinum_toxin,topiramate,3,Undirected
botulinum_toxin,valproate,3,Undirected
calcitonin_gene_related_inhibi,onabotulinumtoxina,3,Undirected
onabotulinumtoxina,valproate,3,Undirected
electric_stimulation_therapy,external_trigeminal_nerve_stim,4,Undirected
electric_stimulation_therapy,trigeminal_nerve,4,Undirected
external_trigeminal_nerve_stim,trigeminal_nerve,3,Undirected
anti_inflammatory_agents,occipital_nerve,2,Undirected
emergency_department,occipital_nerve,5,Undirected
calcitonin_gene_related_peptid,treatment,4,Undirected
calcitonin_gene_related_peptid,calcitonin_gene_related_peptid,2,Undirected
calcitonin_gene_related_peptid,treatment,4,Undirected
erenumab,treatment,2,Undirected
fremanezumab,treatment,2,Undirected
galcanezumab,treatment,2,Undirected
galcanezumab,triptans,3,Undirected
gepants,treatment,2,Undirected
dietary_supplements,electric_stimulation_therapy,3,Undirected
acupuncture_therapy,menstrual,2,Undirected
acupuncture_points,electroacupuncture,8,Undirected
calcitonin_gene_related,electroacupuncture,4,Undirected
phytotherapy,treatment_outcome,2,Undirected
chronic_pain,treatment,2,Undirected
cgrp_receptor,cluster_headache,3,Undirected
topiramate,transcutaneous_electric_nerve_,2,Undirected
topiramate,treatment_failure,2,Undirected
onabotulinumtoxina,vascular,2,Undirected
fibromyalgia,pain_management,2,Undirected
drug_therapy,economic_burden,2,Undirected
disability,tms,6,Undirected
acupuncture,emergency_department,2,Undirected
anti_inflammatory_agents,pain_management,4,Undirected
headache_days,withholding_treatment,3,Undirected
headache_days,remote_electrical_neuromodulat,2,Undirected
acupuncture,vestibular,3,Undirected
acupuncture,vestibular_migraine,3,Undirected
acupuncture_points,anxiety,3,Undirected
acupuncture_points,depression,3,Undirected
molecular_targeted_therapy,treatment,2,Undirected
anti_cgrp_monoclonal_antibodie,calcitonin_gene_related_inhibi,2,Undirected
botulinum,calcitonin_gene_related_peptid,2,Undirected
botulinum,gepants,4,Undirected
botulinum_toxins,gepants,2,Undirected
calcitonin_gene_related,cgrp_receptor_antagonists,2,Undirected
calcitonin_gene_related_peptid,vascular,2,Undirected
cgrp_receptor_antagonists,erenumab,2,Undirected
cgrp_receptor_antagonists,migraine_therapy,2,Undirected
cgrp_receptor_antagonists,onabotulinumtoxina,2,Undirected
nerve_stimulation,non_pharmacologic_treatment,3,Undirected
neuromodulation,non_pharmacologic_treatment,2,Undirected
non_pharmacologic_treatment,tms,2,Undirected
non_pharmacologic_treatment,transcranial_magnetic,2,Undirected
calcitonin_gene_related_inhibi,neuromodulation,3,Undirected
sham_acupuncture,treatment_outcome,2,Undirected
drug_therapy,propranolol,2,Undirected
cluster_headache,neuroinflammation,2,Undirected
dietary_approaches_stop_hypert,treatment_outcome,2,Undirected
cardiovascular,vasoconstriction,2,Undirected
disability,pfo_closure,2,Undirected
monthly_migraine_days,patent_foramen_ovale,3,Undirected
monthly_migraine_days,pfo_closure,3,Undirected
diet,relaxation,3,Undirected
acupuncture,transcranial_magnetic,3,Undirected
non_pharmacologic_treatment,treatment_outcome,2,Undirected
monoclonal_antibodies,pain_management,2,Undirected
acupuncture_therapy,neuromodulation,3,Undirected
diet,non_pharmacological_treatment,2,Undirected
disability,non_pharmacological_treatment,2,Undirected
neuromodulation,physical_therapy,2,Undirected
non_pharmacological_treatment,transcutaneous_electric_nerve_,2,Undirected
physical_therapy,transcranial_magnetic,2,Undirected
remote_electrical_neuromodulat,transcutaneous_electric_nerve_,3,Undirected
acupuncture,treatment,2,Undirected
depression,hormonal_contraception,2,Undirected
hormonal_contraception,menstrual,2,Undirected
medication,treatment,2,Undirected
medication,treatment_outcome,2,Undirected
acupuncture,calcitonin_gene_related_peptid,2,Undirected
galcanezumab,nerve_stimulation,2,Undirected
cortical_spreading_depression,trigeminal,2,Undirected
neuroinflammation,vagus_nerve_stimulation,2,Undirected
behavior_therapy,electric_stimulation_therapy,2,Undirected
amitriptyline,tms,3,Undirected
amitriptyline,transcranial_magnetic,3,Undirected
amitriptyline,transcranial_magnetic_stimulat,2,Undirected
migraine_therapy,transcranial_magnetic_stimulat,2,Undirected
cortical_spreading_depression,ischemic_stroke,2,Undirected
epilepsy,ischemic_stroke,2,Undirected
exercise_therapy,physical_therapy_modalities,3,Undirected
biofeedback,calcitonin_gene_related,2,Undirected
cognitive_behavioral_therapy,electric_stimulation_therapy,2,Undirected
cognitive_behavioral_therapy,trigeminal,2,Undirected
electric_stimulation_therapy,lasmiditan,2,Undirected
electric_stimulation_therapy,transcranial_magnetic,4,Undirected
electric_stimulation_therapy,transcranial_magnetic_stimulat,6,Undirected
lasmiditan,transcranial_magnetic_stimulat,2,Undirected
lasmiditan,treatment,2,Undirected
neuromodulation,relaxation,2,Undirected
transcranial_magnetic_stimulat,treatment,2,Undirected
disease_management,stress,2,Undirected
molecular_targeted_therapy,stress,2,Undirected
stms,transcranial_magnetic_stimulat,2,Undirected
acupuncture_therapy,propranolol,2,Undirected
botulinum_toxin,fremanezumab,2,Undirected
botulinum_toxin,galcanezumab,2,Undirected
lasmiditan,medication_overuse_headache,2,Undirected
lasmiditan,propranolol,2,Undirected
calcitonin_gene_related,cgrp_monoclonal_antibodies,2,Undirected
acupuncture,combined_modality_therapy,3,Undirected
combined_modality_therapy,vestibular,2,Undirected
combined_modality_therapy,vestibular_migraine,2,Undirected
botulinum_toxins,time_to_treatment,2,Undirected
drug_costs,health_care_costs,2,Undirected
anti_inflammatory_agents,economic_burden,2,Undirected
drug_therapy,neuromodulation,3,Undirected
botulinum,electric_stimulation_therapy,2,Undirected
calcitonin_gene_related_peptid,lasmiditan,2,Undirected
electric_stimulation_therapy,migraine_therapy,2,Undirected
exercise_therapy,vestibular,2,Undirected
nerve_stimulation,preventive_therapy,2,Undirected
neuromodulation,preventive_therapy,2,Undirected
acupuncture,cognitive_behavioral_therapy,2,Undirected
electric_stimulation_therapy,transcutaneous_electric_nerve_,2,Undirected
acupuncture_points,trigeminal,4,Undirected
exercise,mindfulness,4,Undirected
mindfulness,physical_therapy,2,Undirected
headache_days,vagus_nerve_stimulation,2,Undirected
amitriptyline,combined_modality_therapy,3,Undirected
amitriptyline,diet,2,Undirected
amitriptyline,stress,2,Undirected
biofeedback,headache_days,2,Undirected
calcitonin_gene_related_peptid,cluster_headache,2,Undirected
cluster_headache,gepants,2,Undirected
menopause,perimenopause,2,Undirected
menopause,progesterone,2,Undirected
progesterone,stroke,2,Undirected
cortical_spreading_depression,migraine_therapy,2,Undirected
acupuncture_therapy,combined_modality_therapy,2,Undirected
acupuncture_therapy,electroacupuncture,2,Undirected
electroacupuncture,topiramate,2,Undirected
acupuncture,pain_management,5,Undirected
diet,treatment,2,Undirected
ketogenic_diet,neuroinflammation,2,Undirected
occipital_nerve,transcutaneous_electrical_nerv,2,Undirected
occipital_nerve,transcranial_magnetic_stimulat,4,Undirected
occipital_nerve_stimulation,transcranial_magnetic,2,Undirected
occipital_nerve_stimulation,transcranial_magnetic_stimulat,2,Undirected
anxiety,tms,2,Undirected
anxiety,transcranial_magnetic,3,Undirected
anxiety,transcranial_magnetic_stimulat,2,Undirected
acute_migraine_treatment,trigeminal_nerve,2,Undirected
calcitonin_gene_related_peptid,calcitonin_gene_related_peptid,2,Undirected
calcitonin_gene_related_peptid,monoclonal_antibodies,2,Undirected
menstrual,triptans,2,Undirected
cognitive_behavioral_therapy,physical_therapy_modalities,2,Undirected
headache_days,repetitive_transcranial_magnet,2,Undirected
botulinum,emergency_department,2,Undirected
botulinum_toxins,emergency_department,2,Undirected
emergency_department,onabotulinumtoxina,2,Undirected
botulinum,diet,2,Undirected
cognitive_behavioral_therapy,dietary_supplements,2,Undirected
diet_therapy,treatment_outcome,2,Undirected
dietary_supplements,exercise,3,Undirected
anxiety,calcitonin_gene_related_inhibi,2,Undirected
calcitonin_gene_related_inhibi,transcranial_magnetic,2,Undirected
behavioral_therapy,treatment_outcome,2,Undirected
biofeedback,exercise,3,Undirected
biofeedback,physical_therapy,2,Undirected
cognitive_behavioral_therapy,exercise,2,Undirected
cognitive_behavioral_therapy,exercise_therapy,2,Undirected
erenumab,retreatment,2,Undirected
migraine_therapy,remote_electrical_neuromodulat,3,Undirected
acupuncture,relaxation,2,Undirected
cluster_headache,trigeminal_nerve,2,Undirected
transcranial_magnetic,trigeminal_nerve,3,Undirected
transcranial_magnetic_stimulat,trigeminal_nerve,3,Undirected
tms,transcutaneous_electric_nerve_,2,Undirected
headache_days,transcutaneous_electrical_nerv,2,Undirected
anxiety,withholding_treatment,2,Undirected
depression,withholding_treatment,2,Undirected
calcitonin_gene_related_peptid,triptans,2,Undirected
acute_treatment,disability_evaluation,2,Undirected
disability,withholding_treatment,2,Undirected
disability,self_medication,2,Undirected
