Source,Target,Weight,Type,Source_Label,Target_Label
cognitive_behavioral_therapy,stress,3,Undirected,Cognitive Behavioral Therapy,Stress
comorbidity,headache_days,24,Undirected,Comorbidity,Headache Days
comorbidity,psychiatric_comorbidity,5,Undirected,Comorbidity,Psychiatric Comorbidity
depression,headache_days,52,Undirected,Depression,Headache Days
depression,psychiatric_comorbidity,3,Undirected,Depression,Psychiatric Comorbidity
headache_days,mindfulness,4,Undirected,Headache Days,Mindfulness
headache_days,stress,10,Undirected,Headache Days,Stress
mindfulness,stress,9,Undirected,Mindfulness,Stress
insomnia,quality_life,12,Undirected,Insomnia,Quality Life
anxiety,comorbidities,9,Undirected,Anxiety,Comorbidities
anxiety,trigeminovascular,2,Undirected,Anxiety,Trigeminovascular
anxiety,vascular,19,Undirected,Anxiety,Vascular
anxiety,vestibular,16,Undirected,Anxiety,Vestibular
anxiety,vestibular_migraine,11,Undirected,Anxiety,Vestibular Migraine
comorbidities,comorbidity,13,Undirected,Comorbidities,Comorbidity
comorbidities,depression,9,Undirected,Comorbidities,Depression
comorbidities,quality_life,4,Undirected,Comorbidities,Quality Life
comorbidities,vascular,6,Undirected,Comorbidities,Vascular
comorbidity,trigeminovascular,2,Undirected,Comorbidity,Trigeminovascular
comorbidity,vestibular,11,Undirected,Comorbidity,Vestibular
comorbidity,vestibular_migraine,7,Undirected,Comorbidity,Vestibular Migraine
depression,trigeminovascular,10,Undirected,Depression,Trigeminovascular
depression,vascular,42,Undirected,Depression,Vascular
depression,vestibular,16,Undirected,Depression,Vestibular
depression,vestibular_migraine,13,Undirected,Depression,Vestibular Migraine
quality_life,trigeminovascular,4,Undirected,Quality Life,Trigeminovascular
quality_life,vestibular,35,Undirected,Quality Life,Vestibular
quality_life,vestibular_migraine,26,Undirected,Quality Life,Vestibular Migraine
vascular,vestibular,6,Undirected,Vascular,Vestibular
vascular,vestibular_migraine,3,Undirected,Vascular,Vestibular Migraine
vestibular,vestibular_migraine,55,Undirected,Vestibular,Vestibular Migraine
cognitive_behavioral_therapy,insomnia,5,Undirected,Cognitive Behavioral Therapy,Insomnia
insomnia,treatment_outcome,6,Undirected,Insomnia,Treatment Outcome
light_sensitivity,quality_life,3,Undirected,Light Sensitivity,Quality Life
migraine_therapy,treatment_outcome,107,Undirected,Migraine Therapy,Treatment Outcome
comorbidity,healthcare_cost,3,Undirected,Comorbidity,Healthcare Cost
propranolol,quality_life,14,Undirected,Propranolol,Quality Life
propranolol,topiramate,23,Undirected,Propranolol,Topiramate
propranolol,valproate,9,Undirected,Propranolol,Valproate
quality_life,valproate,5,Undirected,Quality Life,Valproate
topiramate,valproate,12,Undirected,Topiramate,Valproate
disability,headache_days,101,Undirected,Disability,Headache Days
disability,treatment_outcome,139,Undirected,Disability,Treatment Outcome
cluster_headache,triptans,3,Undirected,Cluster Headache,Triptans
comorbidity,triptans,15,Undirected,Comorbidity,Triptans
calcitonin_gene_related_peptid,comorbidity,2,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Comorbidity
calcitonin_gene_related_peptid,erenumab,13,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Erenumab
calcitonin_gene_related_peptid,fremanezumab,6,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Fremanezumab
calcitonin_gene_related_peptid,galcanezumab,7,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Galcanezumab
calcitonin_gene_related_peptid,headache_days,4,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Headache Days
calcitonin_gene_related_peptid,medication_overuse_headache,4,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Medication Overuse Headache
calcitonin_gene_related_peptid,migraine_therapy,12,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Migraine Therapy
calcitonin_gene_related_peptid,therapy,3,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Therapy
calcitonin_gene_related_peptid,treatment_outcome,8,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Treatment Outcome
comorbidity,erenumab,4,Undirected,Comorbidity,Erenumab
comorbidity,galcanezumab,3,Undirected,Comorbidity,Galcanezumab
comorbidity,migraine_therapy,8,Undirected,Comorbidity,Migraine Therapy
comorbidity,moh,10,Undirected,Comorbidity,Moh
erenumab,headache_days,14,Undirected,Erenumab,Headache Days
erenumab,medication_overuse_headache,3,Undirected,Erenumab,Medication Overuse Headache
erenumab,migraine_therapy,29,Undirected,Erenumab,Migraine Therapy
erenumab,therapy,5,Undirected,Erenumab,Therapy
erenumab,treatment_outcome,37,Undirected,Erenumab,Treatment Outcome
fremanezumab,headache_days,20,Undirected,Fremanezumab,Headache Days
fremanezumab,medication_overuse_headache,2,Undirected,Fremanezumab,Medication Overuse Headache
fremanezumab,migraine_therapy,23,Undirected,Fremanezumab,Migraine Therapy
fremanezumab,therapy,6,Undirected,Fremanezumab,Therapy
galcanezumab,medication_overuse_headache,2,Undirected,Galcanezumab,Medication Overuse Headache
galcanezumab,migraine_therapy,19,Undirected,Galcanezumab,Migraine Therapy
galcanezumab,therapy,4,Undirected,Galcanezumab,Therapy
headache_days,medication_overuse_headache,13,Undirected,Headache Days,Medication Overuse Headache
headache_days,migraine_therapy,45,Undirected,Headache Days,Migraine Therapy
headache_days,moh,10,Undirected,Headache Days,Moh
headache_days,therapy,14,Undirected,Headache Days,Therapy
medication_overuse_headache,migraine_therapy,12,Undirected,Medication Overuse Headache,Migraine Therapy
medication_overuse_headache,moh,26,Undirected,Medication Overuse Headache,Moh
medication_overuse_headache,therapy,5,Undirected,Medication Overuse Headache,Therapy
medication_overuse_headache,treatment_outcome,14,Undirected,Medication Overuse Headache,Treatment Outcome
migraine_therapy,moh,9,Undirected,Migraine Therapy,Moh
migraine_therapy,therapy,41,Undirected,Migraine Therapy,Therapy
moh,therapy,5,Undirected,Moh,Therapy
moh,treatment_outcome,11,Undirected,Moh,Treatment Outcome
therapy,treatment_outcome,27,Undirected,Therapy,Treatment Outcome
calcitonin_gene_related,calcitonin_gene_related_peptid,26,Undirected,Calcitonin Gene-Related,Calcitonin Gene-Related Peptide Receptor Use
calcitonin_gene_related,cgrp_receptor,37,Undirected,Calcitonin Gene-Related,Cgrp Receptor
calcitonin_gene_related,diet,5,Undirected,Calcitonin Gene-Related,Diet
calcitonin_gene_related,gepants,30,Undirected,Calcitonin Gene-Related,Gepants
calcitonin_gene_related_peptid,cgrp_receptor,10,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Cgrp Receptor
calcitonin_gene_related_peptid,gepants,8,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Gepants
calcitonin_gene_related_peptid,quality_life,11,Undirected,Calcitonin Gene-Related Peptide Receptor Use,Quality Life
cgrp_receptor,gepants,12,Undirected,Cgrp Receptor,Gepants
cgrp_receptor,migraine_therapy,12,Undirected,Cgrp Receptor,Migraine Therapy
cgrp_receptor,quality_life,11,Undirected,Cgrp Receptor,Quality Life
diet,hormonal,3,Undirected,Diet,Hormonal
diet,migraine_therapy,13,Undirected,Diet,Migraine Therapy
gepants,migraine_therapy,16,Undirected,Gepants,Migraine Therapy
gepants,quality_life,11,Undirected,Gepants,Quality Life
hormonal,migraine_therapy,4,Undirected,Hormonal,Migraine Therapy
ketogenic_diet,migraine_therapy,3,Undirected,Ketogenic Diet,Migraine Therapy
hypertension,triptans,8,Undirected,Hypertension,Triptans
hypertension,vascular,42,Undirected,Hypertension,Vascular
stroke,triptans,13,Undirected,Stroke,Triptans
triptans,vascular,28,Undirected,Triptans,Vascular
acupuncture,anxiety,17,Undirected,Acupuncture,Anxiety
acupuncture,depression,18,Undirected,Acupuncture,Depression
calcitonin_gene_related,trigeminal,28,Undirected,Calcitonin Gene-Related,Trigeminal
calcitonin_gene_related_peptid,comorbidity,7,Undirected,Calcitonin Gene-Related Peptide,Comorbidity
calcitonin_gene_related_peptid,trigeminal,14,Undirected,Calcitonin Gene-Related Peptide,Trigeminal
circadian_rhythm,sleep_apnea,4,Undirected,Circadian Rhythm,Sleep Apnea
comorbidity,sleep_apnea,10,Undirected,Comorbidity,Sleep Apnea
sleep_apnea,vascular,3,Undirected,Sleep Apnea,Vascular
trigeminal,vascular,19,Undirected,Trigeminal,Vascular
nerve_stimulation,neuromodulation,41,Undirected,Nerve Stimulation,Neuromodulation
nerve_stimulation,occipital_nerve,23,Undirected,Nerve Stimulation,Occipital Nerve
nerve_stimulation,remote_electrical_neuromodulat,2,Undirected,Nerve Stimulation,Remote Electrical Neuromodulation
nerve_stimulation,tms,7,Undirected,Nerve Stimulation,Tms
nerve_stimulation,transcranial_magnetic,19,Undirected,Nerve Stimulation,Transcranial Magnetic
nerve_stimulation,trigeminal,27,Undirected,Nerve Stimulation,Trigeminal
neuromodulation,occipital_nerve,16,Undirected,Neuromodulation,Occipital Nerve
neuromodulation,quality_life,15,Undirected,Neuromodulation,Quality Life
neuromodulation,remote_electrical_neuromodulat,14,Undirected,Neuromodulation,Remote Electrical Neuromodulation
neuromodulation,tms,16,Undirected,Neuromodulation,Tms
neuromodulation,transcranial_magnetic,29,Undirected,Neuromodulation,Transcranial Magnetic
neuromodulation,trigeminal,29,Undirected,Neuromodulation,Trigeminal
occipital_nerve,quality_life,18,Undirected,Occipital Nerve,Quality Life
occipital_nerve,remote_electrical_neuromodulat,2,Undirected,Occipital Nerve,Remote Electrical Neuromodulation
occipital_nerve,tms,3,Undirected,Occipital Nerve,Tms
occipital_nerve,transcranial_magnetic,6,Undirected,Occipital Nerve,Transcranial Magnetic
occipital_nerve,trigeminal,7,Undirected,Occipital Nerve,Trigeminal
quality_life,remote_electrical_neuromodulat,2,Undirected,Quality Life,Remote Electrical Neuromodulation
quality_life,tms,4,Undirected,Quality Life,Tms
quality_life,transcranial_magnetic,6,Undirected,Quality Life,Transcranial Magnetic
quality_life,trigeminal,17,Undirected,Quality Life,Trigeminal
remote_electrical_neuromodulat,tms,2,Undirected,Remote Electrical Neuromodulation,Tms
remote_electrical_neuromodulat,transcranial_magnetic,2,Undirected,Remote Electrical Neuromodulation,Transcranial Magnetic
tms,transcranial_magnetic,53,Undirected,Tms,Transcranial Magnetic
tms,trigeminal,6,Undirected,Tms,Trigeminal
transcranial_magnetic,trigeminal,13,Undirected,Transcranial Magnetic,Trigeminal
calcitonin_gene_related,cytokines,6,Undirected,Calcitonin Gene-Related,Cytokines
cytokines,inflammatory,15,Undirected,Cytokines,Inflammatory
central_sensitization,depression,10,Undirected,Central Sensitization,Depression
anti_inflammatory_agents,comorbidity,5,Undirected,Anti-Inflammatory Agents,Comorbidity
anti_inflammatory_agents,inflammatory,31,Undirected,Anti-Inflammatory Agents,Inflammatory
epilepsy,social_stigma,3,Undirected,Epilepsy,Social Stigma
epilepsy,stigma,3,Undirected,Epilepsy,Stigma
anxiety,bipolar,14,Undirected,Anxiety,Bipolar
asthma,bipolar,4,Undirected,Asthma,Bipolar
asthma,comorbidities,4,Undirected,Asthma,Comorbidities
asthma,depression,10,Undirected,Asthma,Depression
asthma,vascular,4,Undirected,Asthma,Vascular
bipolar,comorbidity,16,Undirected,Bipolar,Comorbidity
bipolar,depression,13,Undirected,Bipolar,Depression
bipolar,vascular,5,Undirected,Bipolar,Vascular
anxiety,disability_evaluation,17,Undirected,Anxiety,Disability Evaluation
comorbidity,disability_evaluation,9,Undirected,Comorbidity,Disability Evaluation
depression,disability_evaluation,21,Undirected,Depression,Disability Evaluation
headache_days,topiramate,12,Undirected,Headache Days,Topiramate
anxiety,biofeedback,9,Undirected,Anxiety,Biofeedback
anxiety,relaxation,6,Undirected,Anxiety,Relaxation
biofeedback,depression,9,Undirected,Biofeedback,Depression
biofeedback,disability,11,Undirected,Biofeedback,Disability
biofeedback,stress,10,Undirected,Biofeedback,Stress
depression,relaxation,4,Undirected,Depression,Relaxation
disability,relaxation,15,Undirected,Disability,Relaxation
relaxation,stress,11,Undirected,Relaxation,Stress
disability_evaluation,stress,8,Undirected,Disability Evaluation,Stress
management,treatment,2,Undirected,Management,Treatment
comorbidity,rls,20,Undirected,Comorbidity,Rls
restless_legs,rls,13,Undirected,Restless Legs,Rls
restless_legs_syndrome,rls,14,Undirected,Restless Legs Syndrome,Rls
anxiety,combined_modality_therapy,5,Undirected,Anxiety,Combined Modality Therapy
anxiety,diet,4,Undirected,Anxiety,Diet
anxiety,exercise,17,Undirected,Anxiety,Exercise
anxiety,sleep_apnea,2,Undirected,Anxiety,Sleep Apnea
combined_modality_therapy,depression,3,Undirected,Combined Modality Therapy,Depression
combined_modality_therapy,diet,2,Undirected,Combined Modality Therapy,Diet
combined_modality_therapy,vascular,3,Undirected,Combined Modality Therapy,Vascular
depression,exercise,16,Undirected,Depression,Exercise
depression,sleep_apnea,4,Undirected,Depression,Sleep Apnea
diet,exercise,4,Undirected,Diet,Exercise
diet,sleep_apnea,2,Undirected,Diet,Sleep Apnea
diet,vascular,9,Undirected,Diet,Vascular
exercise,vascular,5,Undirected,Exercise,Vascular
disability,tth,17,Undirected,Disability,Tth
physical_therapy,tth,4,Undirected,Physical Therapy,Tth
quality_life,tth,20,Undirected,Quality Life,Tth
anxiety,migraine_therapy,20,Undirected,Anxiety,Migraine Therapy
anxiety,physical_therapy,2,Undirected,Anxiety,Physical Therapy
anxiety,tension_type_therapy,2,Undirected,Anxiety,Tension-Type Therapy
anxiety,treatment_outcome,41,Undirected,Anxiety,Treatment Outcome
depression,migraine_therapy,24,Undirected,Depression,Migraine Therapy
depression,tension_type_therapy,3,Undirected,Depression,Tension-Type Therapy
headache_days,physical_therapy,2,Undirected,Headache Days,Physical Therapy
headache_days,physical_therapy_modalities,2,Undirected,Headache Days,Physical Therapy Modalities
headache_days,quality,5,Undirected,Headache Days,Quality
headache_days,tension_type_therapy,2,Undirected,Headache Days,Tension-Type Therapy
headache_days,tth,5,Undirected,Headache Days,Tth
migraine_therapy,physical_therapy,2,Undirected,Migraine Therapy,Physical Therapy
migraine_therapy,physical_therapy_modalities,3,Undirected,Migraine Therapy,Physical Therapy Modalities
migraine_therapy,physiotherapy,3,Undirected,Migraine Therapy,Physiotherapy
migraine_therapy,quality,3,Undirected,Migraine Therapy,Quality
migraine_therapy,tension_type_therapy,4,Undirected,Migraine Therapy,Tension-Type Therapy
migraine_therapy,tth,5,Undirected,Migraine Therapy,Tth
physical_therapy,physiotherapy,2,Undirected,Physical Therapy,Physiotherapy
physical_therapy,quality,2,Undirected,Physical Therapy,Quality
physical_therapy,treatment_outcome,5,Undirected,Physical Therapy,Treatment Outcome
physical_therapy_modalities,physiotherapy,7,Undirected,Physical Therapy Modalities,Physiotherapy
physical_therapy_modalities,quality_life,7,Undirected,Physical Therapy Modalities,Quality Life
physical_therapy_modalities,treatment_outcome,4,Undirected,Physical Therapy Modalities,Treatment Outcome
physical_therapy_modalities,tth,2,Undirected,Physical Therapy Modalities,Tth
physiotherapy,treatment_outcome,4,Undirected,Physiotherapy,Treatment Outcome
quality,treatment_outcome,6,Undirected,Quality,Treatment Outcome
quality,tth,2,Undirected,Quality,Tth
quality_life,tension_type_therapy,4,Undirected,Quality Life,Tension-Type Therapy
tension_type_therapy,treatment_outcome,3,Undirected,Tension-Type Therapy,Treatment Outcome
tension_type_therapy,tth,4,Undirected,Tension-Type Therapy,Tth
treatment_outcome,tth,6,Undirected,Treatment Outcome,Tth
depression,fibromyalgia,26,Undirected,Depression,Fibromyalgia
disability,insomnia,13,Undirected,Disability,Insomnia
fibromyalgia,headache_days,4,Undirected,Fibromyalgia,Headache Days
fibromyalgia,insomnia,5,Undirected,Fibromyalgia,Insomnia
fibromyalgia,quality_life,12,Undirected,Fibromyalgia,Quality Life
headache_days,insomnia,3,Undirected,Headache Days,Insomnia
anxiety_disorders,comorbidity,10,Undirected,Anxiety Disorders,Comorbidity
anxiety_disorders,quality_life,4,Undirected,Anxiety Disorders,Quality Life
anxiety_disorders,stress_disorders,2,Undirected,Anxiety Disorders,Stress Disorders
comorbidity,disease_management,4,Undirected,Comorbidity,Disease Management
comorbidity,stress_disorders,12,Undirected,Comorbidity,Stress Disorders
quality_life,stress_disorders,2,Undirected,Quality Life,Stress Disorders
stress,tth,8,Undirected,Stress,Tth
acupuncture_therapy,botulinum_toxins,2,Undirected,Acupuncture Therapy,Botulinum Toxins
acupuncture_therapy,cognitive_behavioral_therapy,4,Undirected,Acupuncture Therapy,Cognitive Behavioral Therapy
acupuncture_therapy,pain_management,6,Undirected,Acupuncture Therapy,Pain Management
acupuncture_therapy,quality_life,12,Undirected,Acupuncture Therapy,Quality Life
acupuncture_therapy,treatment_outcome,35,Undirected,Acupuncture Therapy,Treatment Outcome
